1:2;0.0110515137333957
1:3;0.00590374023542964
1:4;0.0113035026458836
1:5;0.0984196695345405
1:6;0.0554015623312574
1:7;0.113143021707045
1:8;0.325713668598582
2:3;0.00248389070880881
2:4;0.00881961193707477
2:5;0.0190071636847979
2:6;0.0131754202815076
2:7;0.0224270132114187
2:8;0.0433060945318406
3:4;0.00251988912487851
3:5;0.022858994204255
3:6;0.0111235105655351
3:7;0.0185391842758919
3:8;0.0395982576766622
4:5;0.0230029878685338
4:6;0.013247417113647
4:7;0.0197991288383311
4:8;0.041614168976565
5:6;0.00302386694985421
5:7;0.00331185427841175
5:8;0.0129594297850895
6:7;0.0040678210158753
6:8;0.0176032254580798
7:8;0.036574390726808
